accepted_at,created_at,current_state,deadline,description,estimate,id,kind,labels,name,owned_by_id,owner_ids,project_id,requested_by_id,story_type,updated_at,url
2015-07-10T23:57:16Z,2015-07-10T21:53:39Z,accepted,,,,98859492,story,[],fix the BATs,687691.0,[687691],956238,687691,chore,2015-07-10T23:57:16Z,https://www.pivotaltracker.com/story/show/98859492
2015-07-11T00:03:44Z,2015-06-26T20:49:45Z,accepted,,"If my compilation pool has 1 worker, and my job has one instance, I should be able to deploy that job with only 1 dynamic IP available

Right now the instance IP is reserved before the compilation happens so there isn't an available IP for the compilation VM. Instead, compile packages, release the IP, and then reserve it for the instance VM.",1.0,97926768,story,"[{'name': 'global-net', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-04-29T21:57:05Z', 'id': 11546910, 'updated_at': '2015-04-29T21:57:05Z'}]",Compilation VM IPs can be reused by job VMs when using dynamic IP reservation,553935.0,[553935],956238,553935,feature,2015-07-11T00:03:44Z,https://www.pivotaltracker.com/story/show/97926768
2015-07-13T21:50:19Z,2015-07-13T19:42:34Z,accepted,,"Allowing insecure file locking could allow for sensitive data to be viewed or edited by an unauthorized user.
---
None
---
SV-50478r1_rule
---
F-43626r1_fix
---
By default the NFS server requires secure file-lock requests, which require credentials from the client in order to lock a file. Most NFS clients send credentials with file lock requests, however, there are a few clients that do not send credentials when requesting a file-lock, allowing the client to only be able to lock world-readable files. To get around this, the ""insecure_locks"" option can be used so these clients can access the desired export. This poses a security risk by potentially allowing the client access to data for which it does not have authorization. Remove any instances of the ""insecure_locks"" option from the file ""/etc/exports"".
---
C-46239r1_chk
---
To verify insecure file locking has been disabled, run the following command: 

# grep insecure_locks /etc/exports


If there is output, this is a finding.",0.0,98977848,story,"[{'name': 'sec', 'project_id': 956238, 'kind': 'label', 'created_at': '2014-12-18T00:45:50Z', 'id': 10289238, 'updated_at': '2014-12-18T00:45:50Z'}, {'name': 'stemcell', 'project_id': 956238, 'kind': 'label', 'created_at': '2014-06-23T19:14:08Z', 'id': 8781890, 'updated_at': '2014-06-23T19:14:08Z'}, {'name': 'stig', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-07-14T00:01:41Z', 'id': 12209038, 'updated_at': '2015-07-14T00:01:41Z'}]",[V-38677] [high] The NFS server must not have the insecure file locking option enabled.,81882.0,[81882],956238,81882,feature,2015-07-14T00:01:42Z,https://www.pivotaltracker.com/story/show/98977848
2015-07-13T22:04:35Z,2015-07-13T19:42:40Z,accepted,,"Installing software updates is a fundamental mitigation against the exploitation of publicly-known vulnerabilities.
---
None
---
SV-50281r1_rule
---
F-43426r1_fix
---
If the system is joined to the Red Hat Network, a Red Hat Satellite Server, or a yum server, run the following command to install updates: 

# yum update

If the system is not configured to use one of these sources, updates (in the form of RPM packages) can be manually downloaded from the Red Hat Network and installed using ""rpm"".
---
C-46036r1_chk
---
If the system is joined to the Red Hat Network, a Red Hat Satellite Server, or a yum server which provides updates, invoking the following command will indicate if updates are available: 

# yum check-update

If the system is not configured to update from one of these sources, run the following command to list when each package was last updated: 

$ rpm -qa -last

Compare this to Red Hat Security Advisories (RHSA) listed at https://access.redhat.com/security/updates/active/ to determine whether the system is missing applicable security and bugfix  updates. 
If updates are not installed, this is a finding.",0.0,98978128,story,"[{'name': 'sec', 'project_id': 956238, 'kind': 'label', 'created_at': '2014-12-18T00:45:50Z', 'id': 10289238, 'updated_at': '2014-12-18T00:45:50Z'}, {'name': 'stemcell', 'project_id': 956238, 'kind': 'label', 'created_at': '2014-06-23T19:14:08Z', 'id': 8781890, 'updated_at': '2014-06-23T19:14:08Z'}, {'name': 'stig', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-07-14T00:01:41Z', 'id': 12209038, 'updated_at': '2015-07-14T00:01:41Z'}]",[V-38481] [medium] System security patches and updates must be installed and up-to-date.,81882.0,[81882],956238,81882,feature,2015-07-14T00:01:42Z,https://www.pivotaltracker.com/story/show/98978128
2015-07-14T00:00:50Z,2015-07-13T19:42:38Z,accepted,,"The ""/tmp"" partition is used as temporary storage by many programs. Placing ""/tmp"" in its own partition enables the setting of more restrictive mount options, which can help protect programs which use it.
---
None
---
SV-50255r1_rule
---
F-43387r1_fix
---
The ""/tmp"" directory is a world-writable directory used for temporary file storage. Ensure it has its own partition or logical volume at installation time, or migrate it using LVM.
---
C-45997r1_chk
---
Run the following command to determine if ""/tmp"" is on its own partition or logical volume: 

$ mount | grep ""on /tmp ""

If ""/tmp"" has its own partition or volume group, a line will be returned. 
If no line is returned, this is a finding.",0.0,98978020,story,"[{'name': 'sec', 'project_id': 956238, 'kind': 'label', 'created_at': '2014-12-18T00:45:50Z', 'id': 10289238, 'updated_at': '2014-12-18T00:45:50Z'}, {'name': 'stemcell', 'project_id': 956238, 'kind': 'label', 'created_at': '2014-06-23T19:14:08Z', 'id': 8781890, 'updated_at': '2014-06-23T19:14:08Z'}, {'name': 'stig', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-07-14T00:01:41Z', 'id': 12209038, 'updated_at': '2015-07-14T00:01:41Z'}]",[V-38455] [low] The system must use a separate file system for /tmp.,81882.0,[81882],956238,81882,feature,2015-07-14T00:01:42Z,https://www.pivotaltracker.com/story/show/98978020
2015-07-15T16:40:08Z,2015-07-14T22:52:55Z,accepted,,"http://bosh-jenkins.cf-app.com:8080/job/bat_micro_aws_centos_go_agent/563/
http://bosh-jenkins.cf-app.com:8080/job/bat_micro_aws_centos_go_agent/564/",,99093096,story,[],figure out why the BATs are failing for CentOS on AWS,687691.0,[687691],956238,687691,chore,2015-07-15T16:40:08Z,https://www.pivotaltracker.com/story/show/99093096
2015-07-15T18:02:18Z,2015-06-30T16:29:46Z,accepted,,"- increase number of times to 10. can we sleep more in between attempts?

Keeps failing periodically:

```
Syncing blobs...
postgres/postgres-9.0.3-1.amd64.tar.gz 
downloading 15.5Mdownloading 15.5M (0%)downloading 15.5M (25%)downloading 15.5M (25%)downloading 15.5M (31%)downloading 15.5M (65%)downloading 15.5M (100%)downloadedpostgres/postgres-9.0.3-1.i386.tar.gz 
downloading 14.4Mdownloading 14.4M (0%)downloading 14.4M (21%)downloading 14.4M (22%)downloading 14.4M (40%)downloading 14.4M (47%)downloading 14.4M (84%)downloading 14.4M (100%)downloadedpostgres/postgresql-9.0.3.tar.gz 
downloading 17.5Mdownloading 17.5M (0%)downloading 17.5M (27%)downloading 17.5M (65%)downloading 17.5M (71%)downloading 17.5M (72%)downloading 17.5M (100%)downloadedmysql/server-5.1.62-rel13.3-435-Linux-x86... 
/tmp/build/2070c507-9533-4e85-7250-2966ebe81a88/bosh-src/ v3:in `rescue in get': Failed to fetch object, underlying error: #<HTTPClient::ReceiveTimeoutError: execution expired> /opt/rubies/ruby-1.9.3-p547/lib/ruby/1.9.1/openssl/buffering.rb:121:in `sysread' (Bosh::Blobstore::BlobstoreError)
/opt/rubies/ruby-1.9.3-p547/lib/ruby/1.9.1/openssl/buffering.rb:121:in `readpartial'
/opt/rubies/ruby-1.9.3-p547/lib/ruby/gems/1.9.1/gems/httpclient-2.4.0/lib/httpclient/s
```",1.0,98120310,story,"[{'name': 'cli', 'project_id': 956238, 'kind': 'label', 'created_at': '2014-04-01T17:34:48Z', 'id': 8096418, 'updated_at': '2014-04-01T17:34:48Z'}]",increase number of times we retry downloading blobs,687691.0,"[687691, 1569704]",956238,553935,feature,2015-07-15T18:02:18Z,https://www.pivotaltracker.com/story/show/98120310
2015-07-15T18:02:34Z,2015-07-10T21:13:05Z,accepted,,provider aws,1.0,98856908,story,"[{'name': 'bosh-lite', 'project_id': 956238, 'kind': 'label', 'created_at': '2014-05-02T18:30:55Z', 'id': 8346944, 'updated_at': '2014-05-02T18:30:55Z'}]",investigate how to make bosh-lite work with vagrant 1.7,1426194.0,"[1426194, 1687782]",956238,81882,feature,2015-07-15T18:02:34Z,https://www.pivotaltracker.com/story/show/98856908
2015-07-15T20:00:48Z,2015-07-02T22:06:58Z,accepted,,- also make sure apt-get is configured securely for ubuntu,2.0,98327626,story,"[{'name': 'hd1', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-07-02T23:15:07Z', 'id': 12121424, 'updated_at': '2015-07-02T23:16:21Z'}, {'name': 'sec', 'project_id': 956238, 'kind': 'label', 'created_at': '2014-12-18T00:45:50Z', 'id': 10289238, 'updated_at': '2014-12-18T00:45:50Z'}, {'name': 'stemcell', 'project_id': 956238, 'kind': 'label', 'created_at': '2014-06-23T19:14:08Z', 'id': 8781890, 'updated_at': '2014-06-23T19:14:08Z'}, {'name': 'stig', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-07-14T00:01:41Z', 'id': 12209038, 'updated_at': '2015-07-14T00:01:41Z'}]",V-38476 - Vendor-provided cryptographic certificates must be installed to verify the integrity of system software.,553935.0,"[553935, 1687782]",956238,81882,feature,2015-07-15T20:00:59Z,https://www.pivotaltracker.com/story/show/98327626
2015-07-15T20:01:21Z,2015-07-02T21:51:31Z,accepted,,- verify that apt-get and yum use signatures,1.0,98326716,story,"[{'name': 'hd1', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-07-02T23:15:07Z', 'id': 12121424, 'updated_at': '2015-07-02T23:16:21Z'}, {'name': 'sec', 'project_id': 956238, 'kind': 'label', 'created_at': '2014-12-18T00:45:50Z', 'id': 10289238, 'updated_at': '2014-12-18T00:45:50Z'}, {'name': 'stemcell', 'project_id': 956238, 'kind': 'label', 'created_at': '2014-06-23T19:14:08Z', 'id': 8781890, 'updated_at': '2014-06-23T19:14:08Z'}, {'name': 'stig', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-07-14T00:01:41Z', 'id': 12209038, 'updated_at': '2015-07-14T00:01:41Z'}]",V-38462 - The RPM package management tool must cryptographically verify the authenticity of all software packages during installation.,553935.0,[553935],956238,81882,feature,2015-07-15T20:01:22Z,https://www.pivotaltracker.com/story/show/98326716
2015-07-15T22:27:05Z,2015-07-02T21:55:06Z,accepted,,even though system-auth does not include nullok find out what's in common-auth (grep -R nullok /etc/pam.d/),2.0,98326914,story,"[{'name': 'hd1', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-07-02T23:15:07Z', 'id': 12121424, 'updated_at': '2015-07-02T23:16:21Z'}, {'name': 'sec', 'project_id': 956238, 'kind': 'label', 'created_at': '2014-12-18T00:45:50Z', 'id': 10289238, 'updated_at': '2014-12-18T00:45:50Z'}, {'name': 'stemcell', 'project_id': 956238, 'kind': 'label', 'created_at': '2014-06-23T19:14:08Z', 'id': 8781890, 'updated_at': '2014-06-23T19:14:08Z'}, {'name': 'stig', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-07-14T00:01:41Z', 'id': 12209038, 'updated_at': '2015-07-14T00:01:41Z'}]",V-38497 - The system must not have accounts configured with blank or null passwords.,1426194.0,"[1426194, 553935]",956238,81882,feature,2015-07-15T22:27:05Z,https://www.pivotaltracker.com/story/show/98326914
2015-07-15T22:28:07Z,2015-07-02T21:49:09Z,accepted,,"To ensure the system is configured to log a message instead of rebooting the system when Ctrl-Alt-Delete is pressed, ensure the following line is in ""/etc/init/control-alt-delete.override"":

exec /usr/bin/logger -p security.info ""Control-Alt-Delete pressed""

If the system is not configured to block the shutdown command when Ctrl-Alt-Delete is pressed, this is a finding. ",2.0,98326584,story,"[{'name': 'hd1', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-07-02T23:15:07Z', 'id': 12121424, 'updated_at': '2015-07-02T23:16:21Z'}, {'name': 'sec', 'project_id': 956238, 'kind': 'label', 'created_at': '2014-12-18T00:45:50Z', 'id': 10289238, 'updated_at': '2014-12-18T00:45:50Z'}, {'name': 'stemcell', 'project_id': 956238, 'kind': 'label', 'created_at': '2014-06-23T19:14:08Z', 'id': 8781890, 'updated_at': '2014-06-23T19:14:08Z'}, {'name': 'stig', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-07-14T00:01:41Z', 'id': 12209038, 'updated_at': '2015-07-14T00:01:41Z'}]",V-38668 - disable Ctrl-Alt-Delete key sequence,1426194.0,"[1426194, 687691]",956238,81882,feature,2015-07-15T22:28:08Z,https://www.pivotaltracker.com/story/show/98326584
2015-07-15T22:28:27Z,2015-07-02T22:08:29Z,accepted,,,1.0,98327690,story,"[{'name': 'hd1', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-07-02T23:15:07Z', 'id': 12121424, 'updated_at': '2015-07-02T23:16:21Z'}, {'name': 'sec', 'project_id': 956238, 'kind': 'label', 'created_at': '2014-12-18T00:45:50Z', 'id': 10289238, 'updated_at': '2014-12-18T00:45:50Z'}, {'name': 'stemcell', 'project_id': 956238, 'kind': 'label', 'created_at': '2014-06-23T19:14:08Z', 'id': 8781890, 'updated_at': '2014-06-23T19:14:08Z'}, {'name': 'stig', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-07-14T00:01:41Z', 'id': 12209038, 'updated_at': '2015-07-14T00:01:41Z'}]",V-38491 - There must be no .rhosts or hosts.equiv files on the system.,1426194.0,"[1426194, 553935]",956238,81882,feature,2015-07-15T22:28:37Z,https://www.pivotaltracker.com/story/show/98327690
2015-07-15T22:31:12Z,2015-07-02T23:03:01Z,accepted,,,1.0,98331008,story,"[{'name': 'hd1', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-07-02T23:15:07Z', 'id': 12121424, 'updated_at': '2015-07-02T23:16:21Z'}, {'name': 'sec', 'project_id': 956238, 'kind': 'label', 'created_at': '2014-12-18T00:45:50Z', 'id': 10289238, 'updated_at': '2014-12-18T00:45:50Z'}, {'name': 'stemcell', 'project_id': 956238, 'kind': 'label', 'created_at': '2014-06-23T19:14:08Z', 'id': 8781890, 'updated_at': '2014-06-23T19:14:08Z'}, {'name': 'stig', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-07-14T00:01:41Z', 'id': 12209038, 'updated_at': '2015-07-14T00:01:41Z'}]",V-38614 - The SSH daemon must not allow authentication using an empty password.,1426194.0,"[1426194, 553935]",956238,81882,feature,2015-07-15T22:31:13Z,https://www.pivotaltracker.com/story/show/98331008
2015-07-15T22:50:34Z,2015-07-02T22:17:06Z,accepted,,,1.0,98328066,story,"[{'name': 'hd1', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-07-02T23:15:07Z', 'id': 12121424, 'updated_at': '2015-07-02T23:16:21Z'}, {'name': 'sec', 'project_id': 956238, 'kind': 'label', 'created_at': '2014-12-18T00:45:50Z', 'id': 10289238, 'updated_at': '2014-12-18T00:45:50Z'}, {'name': 'stemcell', 'project_id': 956238, 'kind': 'label', 'created_at': '2014-06-23T19:14:08Z', 'id': 8781890, 'updated_at': '2014-06-23T19:14:08Z'}, {'name': 'stig', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-07-14T00:01:41Z', 'id': 12209038, 'updated_at': '2015-07-14T00:01:41Z'}]",V-38607 - The SSH daemon must be configured to use only the SSHv2 protocol.,1426194.0,[1426194],956238,81882,feature,2015-07-15T22:50:34Z,https://www.pivotaltracker.com/story/show/98328066
2015-07-15T22:51:15Z,2015-07-02T23:01:55Z,accepted,,- make sure tftp is not installed,1.0,98330944,story,"[{'name': 'hd1', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-07-02T23:15:07Z', 'id': 12121424, 'updated_at': '2015-07-02T23:16:21Z'}, {'name': 'sec', 'project_id': 956238, 'kind': 'label', 'created_at': '2014-12-18T00:45:50Z', 'id': 10289238, 'updated_at': '2014-12-18T00:45:50Z'}, {'name': 'stemcell', 'project_id': 956238, 'kind': 'label', 'created_at': '2014-06-23T19:14:08Z', 'id': 8781890, 'updated_at': '2014-06-23T19:14:08Z'}, {'name': 'stig', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-07-14T00:01:41Z', 'id': 12209038, 'updated_at': '2015-07-14T00:01:41Z'}]",V-38701 - The TFTP daemon must operate in secure mode which provides access only to a single directory on the host file system.,1426194.0,[1426194],956238,81882,feature,2015-07-15T22:51:17Z,https://www.pivotaltracker.com/story/show/98330944
2015-07-15T22:51:38Z,2015-07-02T22:38:15Z,accepted,,,1.0,98329372,story,"[{'name': 'hd1', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-07-02T23:15:07Z', 'id': 12121424, 'updated_at': '2015-07-02T23:16:21Z'}, {'name': 'sec', 'project_id': 956238, 'kind': 'label', 'created_at': '2014-12-18T00:45:50Z', 'id': 10289238, 'updated_at': '2014-12-18T00:45:50Z'}, {'name': 'stemcell', 'project_id': 956238, 'kind': 'label', 'created_at': '2014-06-23T19:14:08Z', 'id': 8781890, 'updated_at': '2014-06-23T19:14:08Z'}, {'name': 'stig', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-07-14T00:01:41Z', 'id': 12209038, 'updated_at': '2015-07-14T00:01:41Z'}]",V-38587 - The telnet-server package must not be installed & V-38589 - The telnet daemon must not be running.,1426194.0,"[1426194, 553935]",956238,81882,feature,2015-07-15T22:51:39Z,https://www.pivotaltracker.com/story/show/98329372
2015-07-15T22:52:19Z,2015-07-02T22:25:03Z,accepted,,,2.0,98328576,story,"[{'name': 'hd1', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-07-02T23:15:07Z', 'id': 12121424, 'updated_at': '2015-07-02T23:16:21Z'}, {'name': 'sec', 'project_id': 956238, 'kind': 'label', 'created_at': '2014-12-18T00:45:50Z', 'id': 10289238, 'updated_at': '2014-12-18T00:45:50Z'}, {'name': 'stemcell', 'project_id': 956238, 'kind': 'label', 'created_at': '2014-06-23T19:14:08Z', 'id': 8781890, 'updated_at': '2014-06-23T19:14:08Z'}, {'name': 'stig', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-07-14T00:01:41Z', 'id': 12209038, 'updated_at': '2015-07-14T00:01:41Z'}]",V-38598 - The rexecd service must not be running.,1426194.0,[1426194],956238,81882,feature,2015-07-15T22:52:20Z,https://www.pivotaltracker.com/story/show/98328576
2015-07-15T22:52:26Z,2015-07-02T22:22:50Z,accepted,,,2.0,98328344,story,"[{'name': 'hd1', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-07-02T23:15:07Z', 'id': 12121424, 'updated_at': '2015-07-02T23:16:21Z'}, {'name': 'sec', 'project_id': 956238, 'kind': 'label', 'created_at': '2014-12-18T00:45:50Z', 'id': 10289238, 'updated_at': '2014-12-18T00:45:50Z'}, {'name': 'stemcell', 'project_id': 956238, 'kind': 'label', 'created_at': '2014-06-23T19:14:08Z', 'id': 8781890, 'updated_at': '2014-06-23T19:14:08Z'}, {'name': 'stig', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-07-14T00:01:41Z', 'id': 12209038, 'updated_at': '2015-07-14T00:01:41Z'}]",V-38591 - The rsh-server package must not be installed.,1426194.0,[1426194],956238,81882,feature,2015-07-15T22:52:32Z,https://www.pivotaltracker.com/story/show/98328344
2015-07-15T22:53:29Z,2015-07-02T22:20:07Z,accepted,,,1.0,98328184,story,"[{'name': 'hd1', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-07-02T23:15:07Z', 'id': 12121424, 'updated_at': '2015-07-02T23:16:21Z'}, {'name': 'sec', 'project_id': 956238, 'kind': 'label', 'created_at': '2014-12-18T00:45:50Z', 'id': 10289238, 'updated_at': '2014-12-18T00:45:50Z'}, {'name': 'stemcell', 'project_id': 956238, 'kind': 'label', 'created_at': '2014-06-23T19:14:08Z', 'id': 8781890, 'updated_at': '2014-06-23T19:14:08Z'}, {'name': 'stig', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-07-14T00:01:41Z', 'id': 12209038, 'updated_at': '2015-07-14T00:01:41Z'}]",V-38594 - The rshd service must not be running,1426194.0,[1426194],956238,81882,feature,2015-07-15T22:53:30Z,https://www.pivotaltracker.com/story/show/98328184
2015-07-15T22:53:40Z,2015-07-02T22:18:59Z,accepted,,,1.0,98328150,story,"[{'name': 'hd1', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-07-02T23:15:07Z', 'id': 12121424, 'updated_at': '2015-07-02T23:16:21Z'}, {'name': 'sec', 'project_id': 956238, 'kind': 'label', 'created_at': '2014-12-18T00:45:50Z', 'id': 10289238, 'updated_at': '2014-12-18T00:45:50Z'}, {'name': 'stemcell', 'project_id': 956238, 'kind': 'label', 'created_at': '2014-06-23T19:14:08Z', 'id': 8781890, 'updated_at': '2014-06-23T19:14:08Z'}, {'name': 'stig', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-07-14T00:01:41Z', 'id': 12209038, 'updated_at': '2015-07-14T00:01:41Z'}]",V-38602 - The rlogind service must not be running.,1426194.0,[1426194],956238,81882,feature,2015-07-15T22:53:40Z,https://www.pivotaltracker.com/story/show/98328150
2015-07-15T22:53:59Z,2015-06-29T16:58:44Z,accepted,,,,98027948,story,"[{'name': 'links', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-04-27T17:32:03Z', 'id': 11514474, 'updated_at': '2015-04-27T17:32:03Z'}]",job links can be used to share networking information,,[],956238,81882,release,2015-07-15T22:53:59Z,https://www.pivotaltracker.com/story/show/98027948
2015-07-15T23:04:10Z,2015-07-08T20:48:04Z,accepted,,"for https://github.com/cloudfoundry/bosh/pull/860

see http://docs.aws.amazon.com/AWSEC2/latest/UserGuide/enhanced-networking.html",4.0,98687412,story,"[{'name': 'aws', 'project_id': 956238, 'kind': 'label', 'created_at': '2014-07-31T04:33:45Z', 'id': 9082176, 'updated_at': '2014-07-31T04:33:45Z'}, {'name': 'pull-request', 'project_id': 956238, 'kind': 'label', 'created_at': '2014-01-13T17:49:44Z', 'id': 7458340, 'updated_at': '2014-01-13T17:49:44Z'}, {'name': 'stemcell', 'project_id': 956238, 'kind': 'label', 'created_at': '2014-06-23T19:14:08Z', 'id': 8781890, 'updated_at': '2014-06-23T19:14:08Z'}]",Ubuntu and CentoOS stemcells should have ixgbevf version > 2.14,1687782.0,"[1687782, 687691]",956238,687691,feature,2015-07-15T23:04:11Z,https://www.pivotaltracker.com/story/show/98687412
2015-07-15T23:21:39Z,2015-07-03T00:53:10Z,accepted,,"bosh recreate joba 0
bosh recreate joba 1 

currently step number 2 fails to start recreating.",,98334962,story,"[{'name': 'director', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-06-24T22:38:23Z', 'id': 12049664, 'updated_at': '2015-06-24T22:38:23Z'}]",bosh recreate multiple times should not require --force flag,687691.0,"[687691, 1687782]",956238,81882,bug,2015-07-15T23:21:39Z,https://www.pivotaltracker.com/story/show/98334962
2015-07-15T23:22:13Z,2015-07-07T18:53:29Z,accepted,,"seems like auth_required is missing?

```
ruby 2.1.2p95 idora in ~
○ → bosh status
Config
             /Users/pivotal/.bosh_config

Director
  Name       bosh-with-uaa
  URL        https://54.86.93.98:25555
  Version    1.3010.0 (00000000)
  User       not logged in # <--------------------------------
  UUID       9d00a46b-e311-4b41-8916-16f0e5a92e21
  CPI        cpi
  dns        disabled
  compiled_package_cache disabled
  snapshots  disabled

Deployment
  Manifest   /Users/pivotal/workspace/deployments-aws/idora/deployments/micro-with-uaa/dummy.yml

ruby 2.1.2p95 idora in ~
○ → bosh vm resurrection off
/Users/pivotal/.gem/ruby/2.1.2/gems/bosh_cli-1.3004.0/lib/cli/client/uaa/token_provider.rb:21:in `username': undefined method `username' for nil:NilClass (NoMethodError)
	from /Users/pivotal/.gem/ruby/2.1.2/gems/bosh_cli-1.3004.0/lib/cli/client/credentials.rb:10:in `username'
	from /Users/pivotal/.gem/ruby/2.1.2/gems/bosh_cli-1.3004.0/lib/cli/base_command.rb:127:in `show_current_state'
	from /Users/pivotal/.gem/ruby/2.1.2/gems/bosh_cli-1.3004.0/lib/cli/commands/vm.rb:12:in `resurrection_state'
	from /Users/pivotal/.gem/ruby/2.1.2/gems/bosh_cli-1.3004.0/lib/cli/command_handler.rb:57:in `run'
	from /Users/pivotal/.gem/ruby/2.1.2/gems/bosh_cli-1.3004.0/lib/cli/runner.rb:56:in `run'
	from /Users/pivotal/.gem/ruby/2.1.2/gems/bosh_cli-1.3004.0/bin/bosh:39:in `<top (required)>'
	from /Users/pivotal/.gem/ruby/2.1.2/bin/bosh:23:in `load'
	from /Users/pivotal/.gem/ruby/2.1.2/bin/bosh:23:in `<main>'
```",,98583896,story,"[{'name': 'cli', 'project_id': 956238, 'kind': 'label', 'created_at': '2014-04-01T17:34:48Z', 'id': 8096418, 'updated_at': '2014-04-01T17:34:48Z'}, {'name': 'uaa', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-02-09T20:06:23Z', 'id': 10772822, 'updated_at': '2015-02-09T20:06:23Z'}]",bosh vm resurrection off command should indicate that you must be logged in to continue instead of raising an error,687691.0,[687691],956238,81882,bug,2015-07-15T23:22:13Z,https://www.pivotaltracker.com/story/show/98583896
2015-07-15T23:22:23Z,2015-07-02T23:13:06Z,accepted,,,,98331380,story,"[{'name': 'hd1', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-07-02T23:15:07Z', 'id': 12121424, 'updated_at': '2015-07-02T23:16:21Z'}, {'name': 'stig', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-07-14T00:01:41Z', 'id': 12209038, 'updated_at': '2015-07-14T00:01:41Z'}]",extra hardening of stemcell - part 1 - high,,[],956238,81882,release,2015-07-15T23:22:23Z,https://www.pivotaltracker.com/story/show/98331380
2015-07-16T00:53:19Z,2015-07-10T19:29:07Z,accepted,,"if job does not require X, providing X in the links section should result in an error.",2.0,98849862,story,"[{'name': 'links', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-04-27T17:32:03Z', 'id': 11514474, 'updated_at': '2015-04-27T17:32:03Z'}]",raise an error if unknown link is specified in the deployment manifest,1426194.0,"[1426194, 1687782]",956238,81882,feature,2015-07-16T00:53:19Z,https://www.pivotaltracker.com/story/show/98849862
2015-07-16T01:16:54Z,2015-07-06T22:29:19Z,accepted,,"  - introduce name for links in addition to specifying type
  - make sure it's link-name and not link-type
  - if matches the name, use name
  - do not match link types (but links without a name have implicit name that is their type)",4.0,98509720,story,"[{'name': 'links', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-04-27T17:32:03Z', 'id': 11514474, 'updated_at': '2015-04-27T17:32:03Z'}]",user can specify `deployment.cluster.job.link-name` as a link source,1687782.0,"[1687782, 1426194]",956238,81882,feature,2015-07-16T01:16:54Z,https://www.pivotaltracker.com/story/show/98509720
2015-07-17T00:35:23Z,2015-07-14T19:23:10Z,accepted,,,,99070392,story,"[{'name': 'global-net', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-04-29T21:57:05Z', 'id': 11546910, 'updated_at': '2015-04-29T21:57:05Z'}]",Cloud check should operate on instance,1569704.0,[1569704],956238,1569704,chore,2015-07-17T00:35:24Z,https://www.pivotaltracker.com/story/show/99070392
2015-07-21T01:20:14Z,2015-07-17T23:27:15Z,accepted,,"https://gist.github.com/venables/4205617

https://github.com/cloudfoundry/bosh/blob/f429182032be13b6cf8c1feda3ffe0536d2a2664/bosh_cli/lib/cli/archive_builder.rb#L58

This is blocking CF MEGA",,99344554,story,"[{'name': 'cli', 'project_id': 956238, 'kind': 'label', 'created_at': '2014-04-01T17:34:48Z', 'id': 8096418, 'updated_at': '2014-04-01T17:34:48Z'}]",Bosh does not copy symlink files correctly when destination does not exist,553935.0,"[553935, 1569704]",956238,1120042,bug,2015-07-21T01:20:14Z,https://www.pivotaltracker.com/story/show/99344554
2015-07-21T21:06:20Z,2015-07-16T23:33:39Z,accepted,,,,99270966,story,"[{'name': 'global-net', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-04-29T21:57:05Z', 'id': 11546910, 'updated_at': '2015-04-29T21:57:05Z'}]",bind_existing_vm should not handle network reservations,553935.0,"[553935, 1569704]",956238,553935,chore,2015-07-22T01:01:34Z,https://www.pivotaltracker.com/story/show/99270966
